row,item,version,letter,sentence,sentence_spr,im_jahr,year,future,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp,full_sentence,condition,list,life_status,yes_F,yes_J,life_mismatch,fact_mismatch,type,created,occupation,file_name,year_time,fact_time,year_fact
2032,11,3,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Buch,„,The Handmaid's Tale,“,post-task,post-task,post-task,,Till Schweiger,post-task,post-task,post-task,post-task,full match,28,alive,post-task,post-task,no,no,post-task,post-task,post-task,Til_Schweiger.jpg,old,old,match
2033,13,49,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Der,Film,„,Tschiller - Off Duty,“,post-task,post-task,post-task,,Anne Cunningham,post-task,post-task,post-task,post-task,full match,28,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,Anne_Cunningham.jpg,old,old,match
2034,15,19,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Der,Film,„,Citizen Kane,“,post-task,post-task,post-task,,Ethan Coen,post-task,post-task,post-task,post-task,full match,28,alive,post-task,post-task,yes,yes,post-task,post-task,post-task,Ethan_Coen.jpg,old,old,match
2035,15,36,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Der,Film,„,Todesgrüße aus Shanghai,“,post-task,post-task,post-task,,Aretha Franklin,post-task,post-task,post-task,post-task,full match,28,dead,post-task,post-task,real,real,post-task,post-task,post-task,Aretha_Franklin.jpg,old,old,match
2036,16,2,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Der,Film,„,Matrix,“,post-task,post-task,post-task,,Nelson Mandela,post-task,post-task,post-task,post-task,fact mismatch,28,dead,post-task,post-task,no,no,post-task,post-task,post-task,Nelson_Mandela.jpg,old,old,match
2037,17,15,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Buch,„,Der große Gatsby,“,post-task,post-task,post-task,,Kevin Costner,post-task,post-task,post-task,post-task,fact mismatch,28,alive,post-task,post-task,yes,no,post-task,post-task,post-task,Kevin_Costner.jpg,old,old,match
2038,17,30,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Lied,„,Shape of You,“,post-task,post-task,post-task,,Cristiano Ronaldo,post-task,post-task,post-task,post-task,fact mismatch,28,alive,post-task,post-task,real,real,post-task,post-task,post-task,Cristiano_Ronaldo.jpg,old,old,match
2039,17,33,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Lied,„,Love the Way You Lie,“,post-task,post-task,post-task,,Abraham Lincoln,post-task,post-task,post-task,post-task,fact mismatch,28,dead,post-task,post-task,real,real,post-task,post-task,post-task,Abraham_Lincoln.jpg,old,old,match
2040,20,10,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Buch,„,Die Judenbuche,“,post-task,post-task,post-task,,Charlotte Roche,post-task,post-task,post-task,post-task,fact mismatch,28,alive,post-task,post-task,no,yes,post-task,post-task,post-task,Charlotte_Roche.jpg,old,old,match
2041,25,5,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Buch,„,Max und Moritz,“,post-task,post-task,post-task,,Chris Pratt,post-task,post-task,post-task,post-task,life mismatch,28,alive,post-task,post-task,no,no,post-task,post-task,post-task,Chris_Pratt.jpg,old,old,match
2042,25,20,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Lied,„,All Along the Watchtower,“,post-task,post-task,post-task,,Charlton Heston,post-task,post-task,post-task,post-task,life mismatch,28,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,Charlton_Heston.jpg,old,old,match
2043,25,35,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Lied,„,Crazy in Love,“,post-task,post-task,post-task,,Christopher Lee,post-task,post-task,post-task,post-task,life mismatch,28,dead,post-task,post-task,real,real,post-task,post-task,post-task,Christopher_Lee.jpg,old,old,match
2044,25,41,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Buch,„,Illuminati,“,post-task,post-task,post-task,,Laura Reitsch,post-task,post-task,post-task,post-task,life mismatch,28,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,Laura_Reitsch.jpg,old,old,match
2045,28,12,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Lied,„,Wake me up,“,post-task,post-task,post-task,,Edgar Wright,post-task,post-task,post-task,post-task,life mismatch,28,alive,post-task,post-task,yes,no,post-task,post-task,post-task,Edgar_Wright.jpg,old,old,match
2046,28,21,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Der,Film,„,Transformers,“,post-task,post-task,post-task,,Scarlett Johansson,post-task,post-task,post-task,post-task,life-fact mismatch,28,alive,post-task,post-task,real,real,post-task,post-task,post-task,Scarlett_Johansson.jpg,old,old,match
2047,28,29,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Der,Film,„,A Beautiful Mind,“,post-task,post-task,post-task,,Steven Spielberg,post-task,post-task,post-task,post-task,life-fact mismatch,28,alive,post-task,post-task,real,real,post-task,post-task,post-task,Steven_Spielberg.jpg,old,old,match
2048,30,8,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Der,Film,„,Opfer einer großen Liebe,“,post-task,post-task,post-task,,Adam Sandler,post-task,post-task,post-task,post-task,life-fact mismatch,28,alive,post-task,post-task,no,yes,post-task,post-task,post-task,Adam_Sandler.jpg,old,old,match
2049,34,45,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Lied,„,Atemlos durch die Nacht,“,post-task,post-task,post-task,,Stefan Beck,post-task,post-task,post-task,post-task,life-fact mismatch,28,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,Stefan_Beck.jpg,old,old,match
2050,35,1,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Buch,„,Die drei Musketiere,“,post-task,post-task,post-task,,Brad Pitt,post-task,post-task,post-task,post-task,life-fact mismatch,28,alive,post-task,post-task,no,no,post-task,post-task,post-task,Brad_Pitt.jpg,old,old,match
2051,35,28,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Die,Nation,,Venezuela,,post-task,post-task,post-task,,Angela Merkel,post-task,post-task,post-task,post-task,real,28,alive,post-task,post-task,real,real,post-task,post-task,post-task,Angela_Merkel.jpg,old,old,match
2052,35,38,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Buch,„,Der Zauberberg,“,post-task,post-task,post-task,,Anne Frank,post-task,post-task,post-task,post-task,real,28,dead,post-task,post-task,real,real,post-task,post-task,post-task,Anne_Frank.jpg,old,old,match
2053,36,46,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Das,Buch,„,Hamlet,“,post-task,post-task,post-task,,Harrison Bradley,post-task,post-task,post-task,post-task,real,28,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,Harrison_Bradley.jpg,old,old,match
2054,39,14,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Die,Automarke,„,Ferrari,“,post-task,post-task,post-task,,Grace Kelly,post-task,post-task,post-task,post-task,real,28,dead,post-task,post-task,yes,no,post-task,post-task,post-task,Grace_Kelly.jpg,old,old,match
2055,39,34,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Der,Film,„,Zurück in die Zukunft,“,post-task,post-task,post-task,,Tupac,post-task,post-task,post-task,post-task,real,28,dead,post-task,post-task,real,real,post-task,post-task,post-task,Tupac.jpg,old,old,match
2056,39,37,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Der,Film,„,Apocalypse Now,“,post-task,post-task,post-task,,Ludwig van Beethoven,post-task,post-task,post-task,post-task,real,28,dead,post-task,post-task,real,real,post-task,post-task,post-task,Ludwig_van_Beethoven.jpg,old,old,match
2057,39,50,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Der,Film,„,Blade Runner,“,post-task,post-task,post-task,,Leslie Brown,post-task,post-task,post-task,post-task,real,28,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,Leslie_Brown.jpg,old,old,match
2058,40,6,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Der,Film,„,Der König der Löwen,“,post-task,post-task,post-task,,Serena Williams,post-task,post-task,post-task,post-task,real,28,alive,post-task,post-task,no,yes,post-task,post-task,post-task,Serena_Williams.jpg,old,old,match
